SurveyID,RegistrationID,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate
S626,R833,4,3,4,5,4.0,Promoter,"The organizers ran things smoothly even with a big crowd, the data activity during Data Science Study Group really clicked for me! In my opinion, the pacing made complex ideas feel doable, the coding challenges during Data Science Study Group really clicked for me; I'd attend again with a clearer agenda. The hands-on segment tied everything together, the Python lab during Data Science Study Group really clicked for me.",2023-06-22 19:21:00
S627,R834,5,4,5,5,4.75,Promoter,"The robot build during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend. I didn't expect this, but, the robot build during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school — especially for beginners. By the end, the hands-on segment tied everything together, the data activity during Robotics Lab Saturday really clicked for me!",2024-03-25 01:27:00
S628,R835,4,5,5,5,4.75,Promoter,"Surprisingly, I left with actionable next steps, the resume clinic during Girls in STEAM Mentoring really clicked for me. The pacing made complex ideas feel doable, the mentor roundtable during Girls in STEAM Mentoring really clicked for me — next time I'd bring a friend. By the end, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together.",2024-10-09 21:19:00
S629,R837,4,4,5,5,4.5,Promoter,"Surprisingly, the color theory lesson during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend. I didn't expect this, but, the color theory lesson during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected.",2023-12-29 23:15:00
S630,R838,5,5,5,5,5.0,Promoter,"The Python lab during Data Science Study Group really clicked for me, it boosted my confidence more than I expected. The Arduino demo during Data Science Study Group really clicked for me, I left with actionable next steps — next time I'd bring a friend!",2024-12-12 00:23:00
S631,R839,4,4,3,5,4.0,Promoter,"In my opinion, the organizers ran things smoothly even with a big crowd, the coding challenges during Data Science Study Group really clicked for me. There were concrete examples I can reuse at school, the coding challenges during Data Science Study Group really clicked for me; I'd attend again with a clearer agenda.",2024-06-19 16:00:00
S632,R840,4,5,4,4,4.25,Passive,"In my opinion, the hands-on segment tied everything together, the coding challenges during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. The coding challenges during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda. — especially for beginners.",2024-02-17 18:28:00
S633,R841,4,4,5,4,4.25,Passive,"The data activity during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions. The robot build during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable.",2024-06-02 20:05:00
S634,R844,4,5,5,5,4.75,Promoter,"The web dev sprint during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd (snacks were a plus). The robot build during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. The data activity during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd!",2024-06-16 23:16:00
S635,R845,5,4,5,5,4.75,Promoter,"Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd (snacks were a plus). The organizers ran things smoothly even with a big crowd, the panel Q&A during Mentor Office Hours really clicked for me — which surprised me in a good way. If I'm being honest, it boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. (wish there had been more time).",2024-07-15 03:00:00
S636,R847,4,5,5,5,4.75,Promoter,"Surprisingly, the mentors were down-to-earth and answered real questions, the Python lab during Data Science Study Group really clicked for me (snacks were a plus). From my perspective, the Arduino demo during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend.",2024-12-19 01:20:00
S637,R848,5,5,4,5,4.75,Promoter,"The web dev sprint during Monthly Coding Club really clicked for me, the pacing made complex ideas feel doable. Honestly, the data activity during Monthly Coding Club really clicked for me, it boosted my confidence more than I expected.",2022-10-16 18:04:00
S638,R849,4,3,5,4,4.0,Passive,"From my perspective, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall. — next time I'd bring a friend! The resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps. The pacing made complex ideas feel doable, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves. — which surprised me in a good way.",2023-03-29 07:06:00
S639,R850,5,4,4,5,4.5,Promoter,"If I'm being honest, I left with actionable next steps, the coding challenges during Robotics Lab Saturday really clicked for me. The web dev sprint during Robotics Lab Saturday really clicked for me, I left with actionable next steps. In my opinion, it boosted my confidence more than I expected, the data activity during Robotics Lab Saturday really clicked for me.",2023-02-12 22:06:00
S640,R852,3,4,4,4,3.75,Passive,"I didn't expect this, but, some sections moved quickly but were still useful, and the mixed-media project was helpful during Intro to Painting Class! The room was a bit crowded, yet the content landed, and the mixed-media project was helpful during Intro to Painting Class. I'm curious to see how the next session improves. (snacks were a plus)! In my opinion, some sections moved quickly but were still useful, and the mixed-media project was helpful during Intro to Painting Class.",2024-10-11 20:10:00
S641,R853,5,3,4,5,4.25,Promoter,"The Python lab during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together. To be fair, the coding challenges during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected; It was useful overall. (wish there had been more time). The mentors were down-to-earth and answered real questions, the robot build during Robotics Lab Saturday really clicked for me; It was useful overall. — especially for beginners.",2023-09-24 01:20:00
S642,R854,3,4,5,5,4.25,Promoter,"At first, the web dev sprint during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda. Honestly, the pacing made complex ideas feel doable, the Arduino demo during Data Science Study Group really clicked for me.",2022-05-05 13:13:00
S643,R855,4,5,4,4,4.25,Passive,"I left with actionable next steps, the color theory lesson during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. To be fair, the sketch warmups during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves. The mixed-media project during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall.",2025-11-07 01:09:00
S644,R856,5,3,5,5,4.5,Promoter,"From my perspective, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. I left with actionable next steps, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. — which surprised me in a good way. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",2023-01-31 20:12:00
S645,R858,5,4,5,4,4.5,Passive,"The Arduino demo during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions. The pacing made complex ideas feel doable, the coding challenges during Robotics Lab Saturday really clicked for me; I'd come again and bring a classmate next time.",2022-09-05 08:01:00
S646,R859,4,4,3,5,4.0,Promoter,"The organizers ran things smoothly even with a big crowd, the watercolor session during Intro to Painting Class really clicked for me; I might recommend it depending on the topic! The watercolor session during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda. (snacks were a plus). At first, the color theory lesson during Intro to Painting Class really clicked for me, I left with actionable next steps — which surprised me in a good way.",2022-12-09 19:13:00
S647,R860,5,5,4,5,4.75,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected — which surprised me in a good way. I met people who want to collaborate on projects, the panel Q&A during Girls in STEAM Mentoring really clicked for me.",2024-10-30 18:05:00
S648,R861,4,5,5,5,4.75,Promoter,"I met people who want to collaborate on projects, the networking breakouts during Girls in STEAM Mentoring really clicked for me. The networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together.",2022-10-18 15:21:00
S649,R862,4,5,4,5,4.5,Promoter,"I left with actionable next steps, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me. The mentors were down-to-earth and answered real questions, the panel Q&A during Girls in STEAM Mentoring really clicked for me — next time I'd bring a friend. Overall, the hands-on segment tied everything together, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time. (snacks were a plus).",2024-03-06 02:26:00
S650,R863,4,4,4,5,4.25,Promoter,"It boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me. By the end, the mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me! By the end, the networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd!",2023-06-05 06:14:00
S651,R864,5,4,3,3,3.75,Detractor,"Surprisingly, slides were dense, though the discussion helped, and the panel Q&A was helpful during Girls in STEAM Mentoring. Some sections moved quickly but were still useful, and the resume clinic was helpful during Girls in STEAM Mentoring. I'd attend again with a clearer agenda. — which surprised me in a good way. Honestly, the room was a bit crowded, yet the content landed, and the networking breakouts was helpful during Girls in STEAM Mentoring!",2023-01-04 21:02:00
S652,R865,4,4,4,4,4.0,Passive,"I met people who want to collaborate on projects, the mixed-media project during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. — next time I'd bring a friend! Overall, it boosted my confidence more than I expected, the color theory lesson during Intro to Painting Class really clicked for me; It was useful overall. In my opinion, the gallery walk during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable (snacks were a plus).",2022-06-23 23:21:00
S653,R866,5,4,5,5,4.75,Promoter,"It boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me (wish there had been more time).",2025-02-02 12:03:00
S654,R867,4,5,5,4,4.5,Passive,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. By the end, there were concrete examples I can reuse at school, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend! In my opinion, the organizers ran things smoothly even with a big crowd, the networking breakouts during Girls in STEAM Mentoring really clicked for me.",2022-04-20 05:27:00
S655,R868,3,4,4,5,4.0,Promoter,"To be fair, the mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; It was useful overall. (wish there had been more time). The mentor roundtable during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected; It was useful overall. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected.",2023-09-06 00:25:00
S656,R870,4,4,4,3,3.75,Detractor,"In my opinion, I knew parts of it already, but I still learned something, and the Arduino demo was helpful during Data Science Study Group. Surprisingly, some sections moved quickly but were still useful, and the robot build was helpful during Data Science Study Group. Some sections moved quickly but were still useful, and the web dev sprint was helpful during Data Science Study Group.",2022-06-17 06:10:00
S657,R872,4,5,4,5,4.5,Promoter,"The mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend. I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me. If I'm being honest, there were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me; This was absolutely worth the time.",2023-05-14 15:14:00
S658,R873,5,3,5,5,4.5,Promoter,"The Python lab during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school. The pacing made complex ideas feel doable, the Arduino demo during Data Science Study Group really clicked for me. To be fair, the organizers ran things smoothly even with a big crowd, the coding challenges during Data Science Study Group really clicked for me; This pushed me to apply for a related program. I left with actionable next steps, the web dev sprint during Data Science Study Group really clicked for me; This was absolutely worth the time. — which surprised me in a good way.",2021-11-25 15:15:00
S659,R876,3,4,4,5,4.0,Promoter,"The panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. — especially for beginners. The mentors were down-to-earth and answered real questions, the panel Q&A during Mentor Office Hours really clicked for me; It was useful overall. I didn't expect this, but, the goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I might recommend it depending on the topic.",2021-11-29 14:01:00
S660,R878,4,5,4,4,4.25,Passive,"By the end, I left with actionable next steps, the web dev sprint during Web Dev Bootcamp Night really clicked for me; I'd attend again with a clearer agenda. The robot build during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda. The web dev sprint during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; It was useful overall!",2023-11-05 05:23:00
S661,R879,4,4,5,5,4.5,Promoter,"To be fair, the mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. Surprisingly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable. I didn't expect this, but, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school (snacks were a plus).",2023-11-14 11:03:00
S662,R880,4,5,3,5,4.25,Promoter,"The robot build during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions. The organizers ran things smoothly even with a big crowd, the data activity during Web Dev Bootcamp Night really clicked for me; It was useful overall. — especially for beginners. The organizers ran things smoothly even with a big crowd, the robot build during Web Dev Bootcamp Night really clicked for me; I'd attend again with a clearer agenda. The Arduino demo during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps!",2025-06-07 08:25:00
S663,R883,4,5,3,5,4.25,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda. The pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me; It was useful overall. By the end, it boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me! At first, the panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; It was useful overall. — which surprised me in a good way!",2022-10-10 10:24:00
S664,R884,5,5,4,5,4.75,Promoter,"Overall, I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time.",2023-12-18 06:22:00
S665,R885,3,4,4,5,4.0,Promoter,"From my perspective, I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me; It was useful overall. (snacks were a plus)! I met people who want to collaborate on projects, the data activity during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. Honestly, it boosted my confidence more than I expected, the coding challenges during Robotics Lab Saturday really clicked for me; It was useful overall. — especially for beginners! The web dev sprint during Robotics Lab Saturday really clicked for me, I left with actionable next steps; I'm curious to see how the next session improves. — especially for beginners.",2023-07-31 02:27:00
S666,R887,5,4,5,5,4.75,Promoter,"The watercolor session during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. By the end, the gallery walk during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected. Honestly, the color theory lesson during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend.",2023-04-15 03:25:00
S667,R889,4,4,5,5,4.5,Promoter,"The web dev sprint during Data Science Study Group really clicked for me, I left with actionable next steps. Surprisingly, the robot build during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; I'd come again and bring a classmate next time. The data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time. — especially for beginners.",2023-03-31 06:24:00
S668,R890,5,4,4,4,4.25,Passive,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together — especially for beginners. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school. Overall, the panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda.",2022-05-24 13:27:00
S669,R891,5,4,5,5,4.75,Promoter,"Overall, it boosted my confidence more than I expected, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps — next time I'd bring a friend!",2025-07-16 07:02:00
S670,R893,5,4,4,4,4.25,Passive,"By the end, the mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me. I didn't expect this, but, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. In my opinion, I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'm curious to see how the next session improves! It boosted my confidence more than I expected, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2022-07-12 12:29:00
S671,R894,4,5,5,4,4.5,Passive,"The Python lab during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; I'd definitely recommend this to a friend. At first, the Arduino demo during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). At first, the pacing made complex ideas feel doable, the Arduino demo during Web Dev Bootcamp Night really clicked for me — especially for beginners.",2024-06-09 07:18:00
S672,R895,4,4,5,5,4.5,Promoter,"The web dev sprint during Monthly Coding Club really clicked for me, the pacing made complex ideas feel doable.",2023-04-16 11:06:00
S673,R896,4,5,5,4,4.5,Passive,"If I'm being honest, the mentor roundtable during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school — next time I'd bring a friend. If I'm being honest, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. The hands-on segment tied everything together, the goal-setting exercise during Mentor Office Hours really clicked for me!",2023-04-10 14:26:00
S674,R897,5,5,4,4,4.5,Passive,"By the end, the resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The pacing made complex ideas feel doable, the panel Q&A during Mentor Office Hours really clicked for me; This pushed me to apply for a related program.",2023-05-02 06:23:00
S675,R898,4,5,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me. The mentor roundtable during Mentor Office Hours really clicked for me, I left with actionable next steps (snacks were a plus).",2023-07-09 12:14:00
S676,R899,4,4,4,4,4.0,Passive,"In my opinion, I left with actionable next steps, the data activity during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd attend again with a clearer agenda. I left with actionable next steps, the robot build during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda.",2024-09-07 13:01:00
S677,R900,5,4,3,4,4.0,Passive,"The data activity during Data Science Study Group really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend. At first, the Arduino demo during Data Science Study Group really clicked for me, it boosted my confidence more than I expected. The data activity during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall. — next time I'd bring a friend.",2024-03-27 16:09:00
S678,R901,4,5,4,5,4.5,Promoter,"The coding challenges during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable! To be fair, the robot build during Robotics Lab Saturday really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. — next time I'd bring a friend! By the end, there were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me; This pushed me to apply for a related program. If I'm being honest, the web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning.",2021-12-05 03:03:00
S679,R902,4,4,4,5,4.25,Promoter,"The web dev sprint during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves! Honestly, the Arduino demo during Robotics Lab Saturday really clicked for me, it boosted my confidence more than I expected. It boosted my confidence more than I expected, the data activity during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic. — which surprised me in a good way.",2022-05-14 16:15:00
S680,R904,4,4,5,4,4.25,Passive,"Honestly, the watercolor session during Monthly Art Studio Workshop really clicked for me, the pacing made complex ideas feel doable. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda. In my opinion, the sketch warmups during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions; I'd attend again with a clearer agenda.",2025-02-17 09:28:00
S681,R905,4,5,4,5,4.5,Promoter,"There were concrete examples I can reuse at school, the web dev sprint during Robotics Lab Saturday really clicked for me — especially for beginners. I met people who want to collaborate on projects, the robot build during Robotics Lab Saturday really clicked for me; I left energized to keep learning! The data activity during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable — next time I'd bring a friend.",2023-11-26 16:21:00
S682,R907,4,3,5,5,4.25,Promoter,"Surprisingly, I met people who want to collaborate on projects, the resume clinic during Leadership Circle Meetup really clicked for me; I'm curious to see how the next session improves. (snacks were a plus). Honestly, the networking breakouts during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together! The panel Q&A during Leadership Circle Meetup really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves.",2022-07-16 08:10:00
S683,R908,5,4,5,4,4.5,Passive,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time. If I'm being honest, it boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me! The networking breakouts during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects — especially for beginners.",2023-09-28 01:09:00
S684,R909,4,3,5,5,4.25,Promoter,"The resume clinic during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions! Surprisingly, I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me — especially for beginners. At first, the mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects!",2024-08-04 13:26:00
S685,R910,4,4,4,5,4.25,Promoter,"I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me; I'd attend again with a clearer agenda! Overall, I met people who want to collaborate on projects, the web dev sprint during Robotics Lab Saturday really clicked for me. I met people who want to collaborate on projects, the robot build during Robotics Lab Saturday really clicked for me!",2025-01-12 06:17:00
S686,R911,5,4,5,5,4.75,Promoter,"To be fair, it boosted my confidence more than I expected, the resume clinic during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. There were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects.",2024-11-27 00:05:00
S687,R913,4,4,5,5,4.5,Promoter,"Honestly, it boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me. I left with actionable next steps, the mentor roundtable during Mentor Office Hours really clicked for me. The networking breakouts during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects.",2024-02-18 17:00:00
S688,R915,4,5,5,5,4.75,Promoter,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. At first, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend.",2022-05-26 06:20:00
S689,R916,5,4,5,5,4.75,Promoter,"Surprisingly, the coding challenges during Data Science Study Group really clicked for me, the hands-on segment tied everything together; I'd come again and bring a classmate next time. (snacks were a plus). Surprisingly, the web dev sprint during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program.",2022-05-20 00:19:00
S690,R917,3,5,5,5,4.5,Promoter,"I didn't expect this, but, the networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected; This was absolutely worth the time. — which surprised me in a good way. The goal-setting exercise during Leadership Circle Meetup really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. Surprisingly, the mentors were down-to-earth and answered real questions, the resume clinic during Leadership Circle Meetup really clicked for me — especially for beginners.",2023-01-16 19:11:00
S691,R919,4,3,5,4,4.0,Passive,"If I'm being honest, the resume clinic during Leadership Circle Meetup really clicked for me, I met people who want to collaborate on projects; It was useful overall.",2025-01-15 15:23:00
S692,R920,5,5,3,4,4.25,Passive,"In my opinion, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions; I might recommend it depending on the topic. The panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. The panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'm curious to see how the next session improves. Overall, the hands-on segment tied everything together, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me.",2024-10-09 16:07:00
S693,R921,4,5,5,5,4.75,Promoter,"There were concrete examples I can reuse at school, the Python lab during Data Science Study Group really clicked for me (snacks were a plus). In my opinion, the mentors were down-to-earth and answered real questions, the Python lab during Data Science Study Group really clicked for me. The mentors were down-to-earth and answered real questions, the robot build during Data Science Study Group really clicked for me.",2024-10-04 07:02:00
S694,R922,5,4,4,3,4.0,Detractor,"In my opinion, the web dev sprint during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable! There were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me. The robot build during Data Science Study Group really clicked for me, the hands-on segment tied everything together.",2024-03-07 21:03:00
S695,R924,4,5,4,5,4.5,Promoter,"The watercolor session during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; I left energized to keep learning. — especially for beginners. Honestly, the sketch warmups during Intro to Painting Class really clicked for me, the hands-on segment tied everything together.",2023-03-10 03:15:00
S696,R926,5,4,5,4,4.5,Passive,"The organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me. I didn't expect this, but, the pacing made complex ideas feel doable, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning. — next time I'd bring a friend.",2022-03-01 07:11:00
S697,R927,4,4,4,5,4.25,Promoter,"Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable. The panel Q&A during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school.",2023-11-05 22:22:00
S698,R928,5,5,3,5,4.5,Promoter,"The robot build during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; This pushed me to apply for a related program. If I'm being honest, I met people who want to collaborate on projects, the data activity during Web Dev Bootcamp Night really clicked for me.",2025-08-23 05:07:00
S699,R929,5,4,5,4,4.5,Passive,"I left with actionable next steps, the gallery walk during Intro to Painting Class really clicked for me; This was absolutely worth the time! By the end, there were concrete examples I can reuse at school, the gallery walk during Intro to Painting Class really clicked for me.",2025-07-24 13:28:00
S700,R930,5,4,4,5,4.5,Promoter,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. From my perspective, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I left energized to keep learning. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",2024-01-18 01:29:00
S701,R931,4,5,4,5,4.5,Promoter,"The robot build during Monthly Coding Club really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time. I left with actionable next steps, the web dev sprint during Monthly Coding Club really clicked for me; This pushed me to apply for a related program. — which surprised me in a good way. The robot build during Monthly Coding Club really clicked for me, the hands-on segment tied everything together; This was absolutely worth the time. (snacks were a plus)!",2025-08-16 14:26:00
S702,R933,4,5,5,5,4.75,Promoter,"Overall, the panel Q&A during Girls in STEAM Mentoring really clicked for me, there were concrete examples I can reuse at school; This pushed me to apply for a related program. The resume clinic during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions!",2022-12-15 06:01:00
S703,R934,4,4,3,5,4.0,Promoter,"The organizers ran things smoothly even with a big crowd, the data activity during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. The organizers ran things smoothly even with a big crowd, the robot build during Data Science Study Group really clicked for me; I might recommend it depending on the topic. (wish there had been more time). By the end, the hands-on segment tied everything together, the web dev sprint during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. (wish there had been more time).",2024-08-07 15:10:00
S704,R935,4,5,4,5,4.5,Promoter,"Honestly, the Python lab during Monthly Coding Club really clicked for me, I left with actionable next steps; I left energized to keep learning. — which surprised me in a good way. I left with actionable next steps, the web dev sprint during Monthly Coding Club really clicked for me; This was absolutely worth the time. — which surprised me in a good way.",2025-07-16 17:01:00
