SurveyID,RegistrationID,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate
826,1100,4,4,5,4,4.25,Passive,"If I'm being honest, the mixed-media project during Monthly Art Studio Workshop really clicked for me, it boosted my confidence more than I expected. In my opinion, the gallery walk during Monthly Art Studio Workshop really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves. It boosted my confidence more than I expected, the watercolor session during Monthly Art Studio Workshop really clicked for me; I'd attend again with a clearer agenda!",2022-05-17 01:08:00
827,1101,4,5,5,4,4.5,Passive,"It boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. From my perspective, the organizers ran things smoothly even with a big crowd, the networking breakouts during Mentor Office Hours really clicked for me (wish there had been more time). The panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time.",2022-07-25 17:22:00
828,1102,4,5,4,5,4.5,Promoter,"The pacing made complex ideas feel doable, the mentor roundtable during Mentor Office Hours really clicked for me. In my opinion, I left with actionable next steps, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning. Overall, I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me — especially for beginners.",2023-09-04 11:03:00
829,1103,4,5,4,4,4.25,Passive,"The Arduino demo during Robotics Lab Saturday really clicked for me, the hands-on segment tied everything together. The web dev sprint during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable — especially for beginners! The pacing made complex ideas feel doable, the coding challenges during Robotics Lab Saturday really clicked for me.",2023-04-15 18:24:00
830,1104,5,4,5,4,4.5,Passive,"Honestly, it boosted my confidence more than I expected, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning. If I'm being honest, the mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects (wish there had been more time)!",2024-03-10 22:20:00
831,1106,4,5,5,4,4.5,Passive,"The Python lab during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time! The Arduino demo during Data Science Study Group really clicked for me, I met people who want to collaborate on projects. I didn't expect this, but, the data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time. — which surprised me in a good way.",2024-11-28 10:14:00
832,1107,4,5,4,5,4.5,Promoter,"There were concrete examples I can reuse at school, the sketch warmups during Intro to Painting Class really clicked for me. The gallery walk during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time.",2021-11-18 13:26:00
833,1108,5,4,5,5,4.75,Promoter,"The hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning! If I'm being honest, the hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend.",2025-05-28 04:01:00
834,1109,5,5,4,3,4.25,Detractor,"By the end, the color theory lesson during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school. The gallery walk during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school; It was useful overall. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions (wish there had been more time).",2024-01-16 22:25:00
835,1111,5,5,5,4,4.75,Passive,"The resume clinic during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions — which surprised me in a good way! If I'm being honest, it boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. — which surprised me in a good way. The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable!",2023-10-08 19:23:00
836,1112,4,5,5,5,4.75,Promoter,"The pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me. The organizers ran things smoothly even with a big crowd, the Arduino demo during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend! From my perspective, the data activity during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected.",2024-11-03 06:01:00
837,1113,5,4,4,5,4.5,Promoter,"Surprisingly, it boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me! There were concrete examples I can reuse at school, the panel Q&A during Girls in STEAM Mentoring really clicked for me!",2023-05-24 00:12:00
838,1114,3,5,5,4,4.25,Passive,"In my opinion, the web dev sprint during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic. — especially for beginners! I didn't expect this, but, the robot build during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable. Overall, the data activity during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects.",2022-08-07 05:29:00
839,1115,5,4,5,4,4.5,Passive,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects! I met people who want to collaborate on projects, the mentor roundtable during Girls in STEAM Mentoring really clicked for me!",2025-06-24 11:20:00
840,1117,4,3,5,4,4.0,Passive,"In my opinion, I met people who want to collaborate on projects, the mixed-media project during Intro to Painting Class really clicked for me! There were concrete examples I can reuse at school, the color theory lesson during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves. The organizers ran things smoothly even with a big crowd, the watercolor session during Intro to Painting Class really clicked for me.",2024-04-19 08:25:00
841,1118,5,4,4,5,4.5,Promoter,"The pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me; This was absolutely worth the time! The Arduino demo during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time. There were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me (snacks were a plus).",2025-04-20 05:03:00
842,1119,5,5,5,4,4.75,Passive,"It boosted my confidence more than I expected, the sketch warmups during Intro to Painting Class really clicked for me; I'd definitely recommend this to a friend. By the end, the mixed-media project during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school.",2025-04-11 02:27:00
843,1120,4,4,4,5,4.25,Promoter,"The hands-on segment tied everything together, the data activity during Web Dev Bootcamp Night really clicked for me — which surprised me in a good way. To be fair, the Python lab during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable! The Arduino demo during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together (wish there had been more time).",2023-02-18 01:24:00
844,1121,5,4,4,4,4.25,Passive,"The networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected. To be fair, the pacing made complex ideas feel doable, the resume clinic during Leadership Circle Meetup really clicked for me; I'm curious to see how the next session improves. The hands-on segment tied everything together, the panel Q&A during Leadership Circle Meetup really clicked for me; It was useful overall.",2024-08-16 22:18:00
845,1122,4,4,5,5,4.5,Promoter,"By the end, the gallery walk during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time. The sketch warmups during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program. Honestly, the mixed-media project during Monthly Art Studio Workshop really clicked for me, I left with actionable next steps; This was absolutely worth the time.",2022-06-16 02:25:00
846,1123,5,4,3,4,4.0,Passive,"The panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; It was useful overall. The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me. I didn't expect this, but, the resume clinic during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda.",2024-04-21 12:23:00
847,1124,5,5,4,5,4.75,Promoter,"Overall, the poster session during Ella Rises Annual Leadership Conference really clicked for me, the mentors were down-to-earth and answered real questions. Surprisingly, the hands-on segment tied everything together, the breakout workshops during Ella Rises Annual Leadership Conference really clicked for me; I left energized to keep learning! The mentors were down-to-earth and answered real questions, the breakout workshops during Ella Rises Annual Leadership Conference really clicked for me; I'd definitely recommend this to a friend!",2025-06-16 01:11:00
848,1125,5,4,5,5,4.75,Promoter,"The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions. Honestly, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable.",2024-11-20 11:21:00
849,1126,5,5,5,5,5.0,Promoter,"If I'm being honest, the hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. I met people who want to collaborate on projects, the panel Q&A during Girls in STEAM Mentoring really clicked for me.",2024-01-03 21:04:00
850,1127,4,4,5,5,4.5,Promoter,"If I'm being honest, it boosted my confidence more than I expected, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. The organizers ran things smoothly even with a big crowd, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd definitely recommend this to a friend. — especially for beginners. The pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me.",2024-11-05 21:25:00
851,1128,5,4,4,5,4.5,Promoter,"The hands-on segment tied everything together, the networking breakouts during Mentor Office Hours really clicked for me. The networking breakouts during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school.",2024-03-18 23:06:00
852,1129,4,5,5,5,4.75,Promoter,"The hands-on segment tied everything together, the resume clinic during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend. The mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. The mentor roundtable during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable.",2022-05-30 18:03:00
853,1130,4,5,4,5,4.5,Promoter,"If I'm being honest, it boosted my confidence more than I expected, the Arduino demo during Robotics Lab Saturday really clicked for me. If I'm being honest, I left with actionable next steps, the web dev sprint during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend. — next time I'd bring a friend. The robot build during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school. To be fair, the pacing made complex ideas feel doable, the coding challenges during Robotics Lab Saturday really clicked for me.",2024-03-02 17:20:00
854,1131,3,5,4,4,4.0,Passive,"The goal-setting exercise during Mentor Office Hours really clicked for me, the hands-on segment tied everything together! It boosted my confidence more than I expected, the goal-setting exercise during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. (wish there had been more time).",2022-10-03 13:02:00
855,1133,5,5,4,5,4.75,Promoter,"I didn't expect this, but, it boosted my confidence more than I expected, the Arduino demo during Data Science Study Group really clicked for me. The pacing made complex ideas feel doable, the coding challenges during Data Science Study Group really clicked for me. I left with actionable next steps, the robot build during Data Science Study Group really clicked for me; This pushed me to apply for a related program.",2025-03-27 02:15:00
856,1134,5,5,5,4,4.75,Passive,"The robot build during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time. At first, the Arduino demo during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time!",2024-07-05 02:07:00
857,1137,4,4,5,5,4.5,Promoter,"It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. I met people who want to collaborate on projects, the panel Q&A during Girls in STEAM Mentoring really clicked for me — next time I'd bring a friend. The pacing made complex ideas feel doable, the mentor roundtable during Girls in STEAM Mentoring really clicked for me — which surprised me in a good way!",2022-12-20 22:14:00
858,1138,4,4,5,5,4.5,Promoter,"Surprisingly, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable. I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time.",2024-07-03 04:25:00
859,1139,4,5,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the mentor roundtable during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together — which surprised me in a good way! Overall, the organizers ran things smoothly even with a big crowd, the networking breakouts during Girls in STEAM Mentoring really clicked for me!",2022-09-06 11:22:00
860,1140,5,4,5,5,4.75,Promoter,"The robot build during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected. The organizers ran things smoothly even with a big crowd, the Arduino demo during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. — which surprised me in a good way. The Arduino demo during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected.",2024-12-08 05:18:00
861,1141,5,5,4,4,4.5,Passive,"From my perspective, it boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me; I left energized to keep learning. The mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me.",2021-11-08 14:19:00
862,1142,4,5,5,4,4.5,Passive,"The hands-on segment tied everything together, the resume clinic during Mentor Office Hours really clicked for me. I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me — which surprised me in a good way. I didn't expect this, but, I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time!",2024-02-26 15:24:00
863,1144,5,4,4,4,4.25,Passive,"Surprisingly, the pacing made complex ideas feel doable, the color theory lesson during Monthly Art Studio Workshop really clicked for me; I might recommend it depending on the topic! Overall, the pacing made complex ideas feel doable, the gallery walk during Monthly Art Studio Workshop really clicked for me; It was useful overall.",2024-02-16 01:09:00
864,1147,4,5,5,5,4.75,Promoter,"The data activity during Data Science Study Group really clicked for me, it boosted my confidence more than I expected — next time I'd bring a friend! From my perspective, I left with actionable next steps, the data activity during Data Science Study Group really clicked for me.",2025-04-23 16:11:00
865,1148,4,4,3,4,3.75,Passive,"To be fair, some sections moved quickly but were still useful, and the sketch warmups was helpful during Monthly Art Studio Workshop. It was useful overall. From my perspective, slides were dense, though the discussion helped, and the sketch warmups was helpful during Monthly Art Studio Workshop.",2023-05-17 08:09:00
866,1149,5,4,4,5,4.5,Promoter,"The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected. I didn't expect this, but, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; This pushed me to apply for a related program. — which surprised me in a good way.",2022-04-20 15:22:00
867,1150,3,4,5,5,4.25,Promoter,"I left with actionable next steps, the goal-setting exercise during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. The resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda.",2022-12-26 11:18:00
868,1154,4,4,4,4,4.0,Passive,"I didn't expect this, but, the breakout workshops during STEAM Summit & Expo really clicked for me, there were concrete examples I can reuse at school. I left with actionable next steps, the poster session during STEAM Summit & Expo really clicked for me.",2023-06-15 12:23:00
869,1156,3,4,5,4,4.0,Passive,"The data activity during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects — next time I'd bring a friend. Overall, the web dev sprint during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves. Surprisingly, the mentors were down-to-earth and answered real questions, the coding challenges during Web Dev Bootcamp Night really clicked for me; I'd attend again with a clearer agenda.",2025-08-30 00:04:00
870,1161,3,4,5,4,4.0,Passive,"The watercolor session during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda.",2024-02-09 14:18:00
871,1164,5,4,5,3,4.25,Detractor,"Overall, the mentors were down-to-earth and answered real questions, the mixed-media project during Intro to Painting Class really clicked for me. In my opinion, the gallery walk during Intro to Painting Class really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. — especially for beginners! I didn't expect this, but, the pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves.",2025-04-11 07:11:00
872,1165,4,5,5,5,4.75,Promoter,"If I'm being honest, there were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. There were concrete examples I can reuse at school, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend!",2023-11-20 18:16:00
873,1166,4,4,4,5,4.25,Promoter,"It boosted my confidence more than I expected, the goal-setting exercise during Mentor Office Hours really clicked for me; It was useful overall. At first, the networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. I didn't expect this, but, the hands-on segment tied everything together, the mentor roundtable during Mentor Office Hours really clicked for me; I'm curious to see how the next session improves. — next time I'd bring a friend.",2025-07-07 15:27:00
874,1167,4,4,5,5,4.5,Promoter,"It boosted my confidence more than I expected, the panel Q&A during Mentor Office Hours really clicked for me. Surprisingly, the panel Q&A during Mentor Office Hours really clicked for me, I left with actionable next steps.",2022-04-18 10:12:00
875,1168,5,4,5,4,4.5,Passive,"It boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time. In my opinion, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. The mentor roundtable during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I left energized to keep learning.",2024-06-06 08:19:00
876,1170,3,4,5,5,4.25,Promoter,"The panel Q&A during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps! To be fair, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together.",2023-12-07 01:20:00
877,1171,4,5,4,4,4.25,Passive,"The hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me! At first, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the mentors were down-to-earth and answered real questions.",2025-10-28 21:18:00
878,1172,4,5,4,5,4.5,Promoter,"From my perspective, the goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected — especially for beginners. Overall, I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me.",2023-10-16 00:16:00
879,1175,5,4,5,5,4.75,Promoter,"Surprisingly, the resume clinic during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time. The goal-setting exercise during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; This pushed me to apply for a related program.",2025-04-28 07:29:00
880,1177,5,4,5,5,4.75,Promoter,"Overall, the mentors were down-to-earth and answered real questions, the Python lab during Web Dev Bootcamp Night really clicked for me! Honestly, the web dev sprint during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; I left energized to keep learning! The coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend. — which surprised me in a good way.",2022-09-10 12:16:00
881,1180,4,5,4,5,4.5,Promoter,"The Arduino demo during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend! The web dev sprint during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions.",2025-05-18 02:00:00
882,1182,4,4,5,5,4.5,Promoter,"If I'm being honest, the robot build during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd — especially for beginners. The web dev sprint during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps.",2024-06-22 01:07:00
883,1183,3,4,4,5,4.0,Promoter,"Surprisingly, the mentors were down-to-earth and answered real questions, the Python lab during Robotics Lab Saturday really clicked for me; I might recommend it depending on the topic! If I'm being honest, the Arduino demo during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable.",2023-04-03 01:06:00
884,1184,5,4,4,4,4.25,Passive,"The pacing made complex ideas feel doable, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. In my opinion, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; It was useful overall!",2022-09-13 12:04:00
885,1185,4,4,5,4,4.25,Passive,"I didn't expect this, but, the mentors were down-to-earth and answered real questions, the panel Q&A during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda. By the end, the networking breakouts during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; It was useful overall.",2025-08-28 04:19:00
886,1186,4,5,4,4,4.25,Passive,"The pacing made complex ideas feel doable, the coding challenges during Data Science Study Group really clicked for me; I'm curious to see how the next session improves. From my perspective, the Python lab during Data Science Study Group really clicked for me, the hands-on segment tied everything together.",2022-11-10 15:23:00
887,1187,4,4,4,5,4.25,Promoter,"Honestly, the organizers ran things smoothly even with a big crowd, the robot build during Robotics Lab Saturday really clicked for me. The robot build during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions. In my opinion, the Arduino demo during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'd attend again with a clearer agenda.",2023-12-17 11:03:00
888,1188,5,4,5,4,4.5,Passive,"The mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program. Overall, the goal-setting exercise during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects — which surprised me in a good way.",2023-09-11 10:06:00
889,1189,4,4,5,5,4.5,Promoter,"At first, I left with actionable next steps, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. The organizers ran things smoothly even with a big crowd, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This pushed me to apply for a related program.",2024-02-27 12:15:00
890,1190,5,5,3,5,4.5,Promoter,"To be fair, I left with actionable next steps, the poster session during STEAM Summit & Expo really clicked for me. By the end, the hands-on segment tied everything together, the closing panel during STEAM Summit & Expo really clicked for me. The poster session during STEAM Summit & Expo really clicked for me, I met people who want to collaborate on projects; This was absolutely worth the time.",2022-06-16 14:18:00
891,1191,4,5,4,5,4.5,Promoter,"The organizers ran things smoothly even with a big crowd, the Python lab during Web Dev Bootcamp Night really clicked for me. The pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. (snacks were a plus)! Overall, it boosted my confidence more than I expected, the robot build during Web Dev Bootcamp Night really clicked for me.",2025-03-22 14:29:00
892,1192,5,4,5,4,4.5,Passive,"From my perspective, the mentors were down-to-earth and answered real questions, the robot build during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. There were concrete examples I can reuse at school, the data activity during Web Dev Bootcamp Night really clicked for me (snacks were a plus). The hands-on segment tied everything together, the Python lab during Web Dev Bootcamp Night really clicked for me.",2022-01-29 14:26:00
893,1193,4,4,5,5,4.5,Promoter,"The panel Q&A during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable (wish there had been more time). The networking breakouts during Mentor Office Hours really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time. If I'm being honest, the mentor roundtable during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend.",2022-05-16 09:27:00
894,1194,4,5,5,4,4.5,Passive,"By the end, I left with actionable next steps, the panel Q&A during Mentor Office Hours really clicked for me. Honestly, the panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects (snacks were a plus).",2023-02-13 04:25:00
895,1195,5,5,5,4,4.75,Passive,"To be fair, the coding challenges during Web Dev Bootcamp Night really clicked for me, the mentors were down-to-earth and answered real questions; This was absolutely worth the time! The mentors were down-to-earth and answered real questions, the robot build during Web Dev Bootcamp Night really clicked for me; This pushed me to apply for a related program. It boosted my confidence more than I expected, the robot build during Web Dev Bootcamp Night really clicked for me — especially for beginners.",2023-01-14 03:16:00
896,1198,5,5,4,4,4.5,Passive,"Overall, the hands-on segment tied everything together, the Python lab during Web Dev Bootcamp Night really clicked for me; This was absolutely worth the time. I left with actionable next steps, the web dev sprint during Web Dev Bootcamp Night really clicked for me! The Python lab during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; This was absolutely worth the time. Overall, the data activity during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable; I'd come again and bring a classmate next time.",2024-08-23 21:21:00
897,1199,5,4,5,4,4.5,Passive,"I didn't expect this, but, the hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me. The resume clinic during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd definitely recommend this to a friend. The goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together (snacks were a plus). There were concrete examples I can reuse at school, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning.",2023-03-01 01:12:00
898,1200,4,4,4,5,4.25,Promoter,"The mentors were down-to-earth and answered real questions, the robot build during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The robot build during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves. (wish there had been more time).",2022-11-19 13:03:00
899,1201,5,4,5,5,4.75,Promoter,"The Python lab during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program! The robot build during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time. — especially for beginners.",2025-10-26 10:16:00
900,1202,4,3,5,5,4.25,Promoter,"The hands-on segment tied everything together, the robot build during Robotics Lab Saturday really clicked for me; It was useful overall! The data activity during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'm curious to see how the next session improves. — which surprised me in a good way.",2025-08-10 01:08:00
901,1203,5,4,5,4,4.5,Passive,"The pacing made complex ideas feel doable, the data activity during Robotics Lab Saturday really clicked for me; I'd definitely recommend this to a friend! The organizers ran things smoothly even with a big crowd, the Arduino demo during Robotics Lab Saturday really clicked for me.",2023-08-07 08:17:00
902,1204,5,4,4,5,4.5,Promoter,"Honestly, I met people who want to collaborate on projects, the coding challenges during Web Dev Bootcamp Night really clicked for me. I didn't expect this, but, the Arduino demo during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together; I left energized to keep learning. The data activity during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps; This was absolutely worth the time. — next time I'd bring a friend.",2023-10-13 16:23:00
903,1205,5,5,4,4,4.5,Passive,"I met people who want to collaborate on projects, the resume clinic during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. I didn't expect this, but, the resume clinic during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable; I left energized to keep learning. Surprisingly, the mentors were down-to-earth and answered real questions, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; This was absolutely worth the time.",2024-05-29 03:27:00
904,1206,4,3,4,4,3.75,Passive,"Some sections moved quickly but were still useful, and the mixed-media project was helpful during Intro to Painting Class. Overall, not every topic applied to me, but I took notes for later, and the gallery walk was helpful during Intro to Painting Class. I'd attend again with a clearer agenda.",2025-08-22 20:25:00
905,1208,5,5,4,5,4.75,Promoter,"From my perspective, the pacing made complex ideas feel doable, the coding challenges during Monthly Coding Club really clicked for me; I'd come again and bring a classmate next time. Surprisingly, the web dev sprint during Monthly Coding Club really clicked for me, I met people who want to collaborate on projects. At first, the robot build during Monthly Coding Club really clicked for me, I left with actionable next steps; This was absolutely worth the time. The data activity during Monthly Coding Club really clicked for me, I left with actionable next steps — especially for beginners!",2022-10-16 15:16:00
906,1209,5,5,4,4,4.5,Passive,"The coding challenges during Data Science Study Group really clicked for me, it boosted my confidence more than I expected; I left energized to keep learning. The hands-on segment tied everything together, the web dev sprint during Data Science Study Group really clicked for me — especially for beginners.",2024-10-03 05:07:00
907,1210,5,5,4,4,4.5,Passive,"In my opinion, I met people who want to collaborate on projects, the goal-setting exercise during Mentor Office Hours really clicked for me. The hands-on segment tied everything together, the mentor roundtable during Mentor Office Hours really clicked for me; I'd definitely recommend this to a friend! At first, the hands-on segment tied everything together, the networking breakouts during Mentor Office Hours really clicked for me; I left energized to keep learning.",2024-11-25 14:25:00
